id,genre,title,author,purchase_price,purchase_date
2347, Romance,The Host,Stephenie Meyer,3.89,10/08/2023
2348, Mystery Thriller,The Lost Symbol,Dan Brown,0.85,10/08/2023
2349, Paranormal,Betrayed,P.C. Cast,3.38,10/08/2023
2350, Literature,The Grapes of Wrath,John Steinbeck,27.35,10/08/2023
2351, Historical Fiction,Northanger Abbey,Jane Austen,0.85,10/08/2023
2352, Young Adult,The Voyage of the Dawn Treader,C.S. Lewis,7.83,10/08/2023
2353, Ireland,Dubliners,James Joyce,2.74,10/08/2023
2354, Paranormal Romance,Lover Awakened,J.R. Ward,2.5,10/08/2023
2355, New Adult,A Court of Thorns and Roses,Sarah J. Maas,18.9,10/08/2023
2356, Adult Fiction,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1.71,10/08/2023
2357, Literature,The Waste Land,T.S. Eliot,5.26,10/08/2023
2358, Paranormal,Untamed,P.C. Cast,2.87,10/08/2023
2359, Novels,Everything Is Illuminated,Jonathan Safran Foer,1.45,10/08/2023
2360, Magic,Crown of Midnight,Sarah J. Maas,18.19,10/08/2023
2361, Biography,I Know Why the Caged Bird Sings,Maya Angelou,4.64,10/08/2023
2362, Short Stories,I Robot,Isaac Asimov,8.99,10/08/2023
2363, Romance,The Twilight Collection,Stephenie Meyer,28.05,10/08/2023
2364, School,The Pearl,John Steinbeck,12.38,10/08/2023
2365, Fantasy,The One,Kiera Cass,3.39,10/08/2023
2366, Literature,The Jungle,Upton Sinclair,2.94,10/08/2023
2367, Paranormal,Carrie,Stephen King,7.01,10/08/2023
2368, Historical,Snow Falling on Cedars,David Guterson,1.79,10/08/2023
2369, Fiction,Voyager,Diana Gabaldon,5.97,10/08/2023
2370, Historical,I Claudius,Robert Graves,3.38,10/08/2023
2371, Magic,Heir of Fire,Sarah J. Maas,8.99,10/08/2023
2372, Essays,Me Talk Pretty One Day,David Sedaris,1.44,10/08/2023
2373, Paranormal,Chosen,P.C. Cast,1.79,10/08/2023
2374, Historical Fiction,A Room with a View,E.M. Forster,9.24,10/08/2023
2375, 19th Century,Bleak House,Charles Dickens,5.51,10/08/2023
2376, Politics,The Republic,Plato,2.85,10/08/2023
2377, Young Adult,The Last Battle,C.S. Lewis,1.79,10/08/2023
2378, Paranormal,The Exorcist,William Peter Blatty,6.49,10/08/2023
2379, Drama,The Elephant Tree,R.D. Ronald,5.42,10/08/2023
2380, Young Adult,Coraline,Neil Gaiman,11.55,10/08/2023
2381, Literature,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,3.56,10/08/2023
2382, Fiction,The 5th Wave,Rick Yancey,1.64,10/08/2023
2383, Paranormal,The Iron King,Julie Kagawa,3.81,10/08/2023
2384, Novels,Quantum Roots II: Worm Holes,Kyle Keyes,14.36,10/08/2023
2385, Romance,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,19.17,10/08/2023
2386, Fantasy,The Hunger Games,Suzanne Collins,5.09,13/10/2022
2387, Magic,Harry Potter and the Order of the Phoenix,J.K. Rowling,7.38,13/10/2022
2388, Vampires,Twilight,Stephenie Meyer,2.1,13/10/2022
2389, Historical,The Book Thief,Markus Zusak,3.8,13/10/2022
2390, Fantasy,Animal Farm,George Orwell,4.42,13/10/2022
2391, Adventure,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,21.15,13/10/2022
2392, Romance,Gone with the Wind,Margaret Mitchell,5.58,13/10/2022
2393, Fiction,The Giving Tree,Shel Silverstein,4.87,13/10/2022
2394, Gothic,Wuthering Heights,Emily Brontë,2.73,13/10/2022
2395, Historical,Memoirs of a Geisha,Arthur Golden,2.76,13/10/2022
2396, Childrens,Alices Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll,3.07,13/10/2022
2397, Historical Fiction,Jane Eyre,Charlotte Brontë,5.46,13/10/2022
2398, Fantasy,Divergent,Veronica Roth,0.88,13/10/2022
2399, School,Lord of the Flies,William Golding,1.89,13/10/2022
2400, Romance,Romeo and Juliet,William Shakespeare,6.79,13/10/2022
2401, Philosophy,The Alchemist,Paulo Coelho,13.22,13/10/2022
2402, Literature,Crime and Punishment,Fyodor Dostoyevsky,18.85,13/10/2022
2403, Romance,City of Bones,Cassandra Clare,6.29,13/10/2022
2404, Fantasy,Enders Game,Orson Scott Card,4.6,13/10/2022
2405, Childrens,Anne of Green Gables,L.M. Montgomery,6.07,13/10/2022
2406, Young Adult,Charlottes Web,E.B. White,6.15,13/10/2022
2407, Historical Fiction,Of Mice and Men,John Steinbeck,5.75,13/10/2022
2408, Fantasy,Dracula,Bram Stoker,4.55,13/10/2022
2409, Dystopia,Brave New World,Aldous Huxley,3.78,13/10/2022
2410, Literature,The Catcher in the Rye,J.D. Salinger,2.6,13/10/2022
2411, Romance,The Princess Bride,William Goldman,6.23,13/10/2022
2412, Fiction,The Lightning Thief,Rick Riordan,1.79,13/10/2022
2413, Young Adult,The Secret Garden,Frances Hodgson Burnett,3.33,13/10/2022
2414, Novels,A Thousand Splendid Suns,Khaled Hosseini,1.16,13/10/2022
2415, Young Adult,A Wrinkle in Time,Madeleine LEngle,4.8,13/10/2022
2416, Adult,A Game of Thrones,George R.R. Martin,4.01,13/10/2022
2417, Literature,The Adventures of Huckleberry Finn,Mark Twain,6.99,13/10/2022
2418, Contemporary,The Lovely Bones,Alice Sebold,1.91,13/10/2022
2419, Classics,Where the Wild Things Are,Maurice Sendak,3.67,13/10/2022
2420, Fiction,Green Eggs and Ham,Dr. Seuss,2.98,13/10/2022
2421, Mythology,The Odyssey,Homer,3.65,13/10/2022
2422, Adventure,Life of Pi,Yann Martel,2.86,13/10/2022
2423, Literature,A Tale of Two Cities,Charles Dickens,1.12,13/10/2022
2424, Historical,Water for Elephants,Sara Gruen,3.46,13/10/2022
2425, War,Slaughterhouse-Five,Kurt Vonnegut Jr.,8.5,13/10/2022
2426, Science Fiction,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,8.75,13/10/2022
2427, Dystopia,The Giver,Lois Lowry,7.15,13/10/2022
2428, Historical Fiction,Catch-22,Joseph Heller,3.32,13/10/2022
2429, Classics,Dune,Frank Herbert,29.34,13/10/2022
2430, Science Fiction,The Stand,Stephen King,8.38,13/10/2022
2431, Young Adult,Watership Down,Richard Adams,5.25,13/10/2022
2432, Historical Fiction,Great Expectations,Charles Dickens,0.85,13/10/2022
2433, Young Adult,Little Women,Louisa May Alcott,5.51,13/10/2022
2434, Magic,Harry Potter and the Deathly Hallows,J.K. Rowling,2.85,13/10/2022
2435, Fiction,Outlander,Diana Gabaldon,5.98,13/10/2022
2436, Young Adult,My Sisters Keeper,Jodi Picoult,2.76,13/10/2022
2437, Fantasy,Matilda,Roald Dahl,6.01,13/10/2022
2438, Feminism,The Color Purple,Alice Walker,13.75,13/10/2022
2439, Young Adult,A Tree Grows in Brooklyn,Betty Smith,5.01,13/10/2022
2440, Dystopia,A Clockwork Orange,Anthony Burgess,13.05,13/10/2022
2441, Post Apocalyptic,The Road,Cormac McCarthy,6.83,13/10/2022
2442, Literature,The Brothers Karamazov,Fyodor Dostoyevsky,5.51,13/10/2022
2443, Classics,Angelas Ashes,Frank McCourt,2.76,13/10/2022
2444, Paranormal,Vampire Academy,Richelle Mead,3.33,13/10/2022
2445, Classics,The Poisonwood Bible,Barbara Kingsolver,4.12,13/10/2022
2446, Childrens,The Golden Compass,Philip Pullman,1.61,13/10/2022
2447, Spanish Literature,Don Quixote,Miguel de Cervantes Saavedra,9.04,13/10/2022
2448, Politics,Atlas Shrugged,Ayn Rand,4.41,13/10/2022
2449, Magic,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,5.94,13/10/2022
2450, Novels,The Old Man and the Sea,Ernest Hemingway,15.63,13/10/2022
2451, Fantasy,Winnie-the-Pooh,A.A. Milne,5.3,13/10/2022
2452, Fiction,The Complete Stories and Poems,Edgar Allan Poe,5.27,13/10/2022
2453, Vampires,Interview with the Vampire,Anne Rice,2.66,13/10/2022
2454, Literature,A Prayer for Owen Meany,John Irving,2.86,13/10/2022
2455, Adventure,Moby-Dick or,Herman Melville,1.87,13/10/2022
2456, Religion,The Red Tent,Anita Diamant,5.26,13/10/2022
2457, Classics,The Secret Life of Bees,Sue Monk Kidd,3.5,13/10/2022
2458, Romance,Clockwork Angel,Cassandra Clare,4.62,13/10/2022
2459, Crime,And Then There Were None,Agatha Christie,4.82,13/10/2022
2460, LGBT,Middlesex,Jeffrey Eugenides,3.11,13/10/2022
2461, Fantasy,The Master and Margarita,Mikhail Bulgakov,13.56,13/10/2022
2462, High Fantasy,The Name of the Wind,Patrick Rothfuss,9.36,13/10/2022
2463, Classics,The Shining,Stephen King,7.59,13/10/2022
2464, Young Adult,The Adventures of Tom Sawyer,Mark Twain,3.36,13/10/2022
2465, Dragons,Eragon,Christopher Paolini,2.86,13/10/2022
2466, Classics,Charlie and the Chocolate Factory,Roald Dahl,1.13,13/10/2022
2467, Literature,On the Road,Jack Kerouac,1.91,13/10/2022
2468, Contemporary,The Curious Incident of the Dog in the Night-Time,Mark Haddon,2.94,13/10/2022
2469, Classics,The Very Hungry Caterpillar,Eric Carle,2.42,13/10/2022
2470, Inspirational,Tuesdays with Morrie,Mitch Albom,3.27,13/10/2022
2471, Literature,The Unbearable Lightness of Being,Milan Kundera,11.62,13/10/2022
2472, Classics,The Name of the Rose,Umberto Eco,4.07,13/10/2022
2473, Childrens,Where the Red Fern Grows,Wilson Rawls,5.4,13/10/2022
2474, Magic,Harry Potter and the Chamber of Secrets,J.K. Rowling,4.17,13/10/2022
2475, School,The Scarlet Letter,Nathaniel Hawthorne,1.91,13/10/2022
2476, Crime,In Cold Blood,Truman Capote,6.58,13/10/2022
2477, Thriller,Fight Club,Chuck Palahniuk,10.16,13/10/2022
2478, Fantasy,The Five People You Meet in Heaven,Mitch Albom,3.57,13/10/2022
2479, Paranormal,Hush,Becca Fitzpatrick,2.55,13/10/2022
2480, Fiction,The Cat in the Hat,Dr. Seuss,0.85,13/10/2022
2481, Adventure,The Count of Monte Cristo,Alexandre Dumas,6.13,13/10/2022
2482, Classics,Lonesome Dove,Larry McMurtry,4.55,13/10/2022
2483, Horror,Perfume: The Story of a Murderer,Patrick Süskind,2.6,13/10/2022
2484, Middle Grade,Holes,Louis Sachar,3.1,13/10/2022
2485, Science Fiction,Watchmen,Alan Moore,4.85,13/10/2022
2486, Fantasy,It,Stephen King,5.71,13/10/2022
2487, Fiction,The Last Olympian,Rick Riordan,7.44,22/01/2023
2488, Literature,The Divine Comedy,Dante Alighieri,13.66,22/01/2023
2489, Childrens,Peter Pan,J.M. Barrie,5.26,22/01/2023
2490, War,All Quiet on the Western Front,Erich Maria Remarque,2.32,22/01/2023
2491, Adventure,The Hobbit,J.R.R. Tolkien,4.68,22/01/2023
2492, Fiction,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,3.17,22/01/2023
2493, Romance,Love in the Time of Cholera,Gabriel García Márquez,3.36,22/01/2023
2494, Paranormal,Shadow Kiss,Richelle Mead,2.76,22/01/2023
2495, Fantasy,The Ultimate Hitchhikers Guide to the Galaxy,Douglas Adams,2.76,22/01/2023
2496, Classics,Atonement,Ian McEwan,2.86,22/01/2023
2497, Drama,The Importance of Being Earnest,Oscar Wilde,5.26,22/01/2023
2498, Biography,Eat Pray Love,Elizabeth Gilbert,5.56,22/01/2023
2499, School,Their Eyes Were Watching God,Zora Neale Hurston,14.2,22/01/2023
2500, Childrens,The Wonderful Wizard of Oz,L. Frank Baum,1.45,22/01/2023
2501, Fiction,Goodnight Moon,Margaret Wise Brown,5.69,22/01/2023
2502, Classics,The Lorax,Dr. Seuss,41.26,22/01/2023
2503, Paranormal,Blood Promise,Richelle Mead,3.73,22/01/2023
2504, China,The Good Earth,Pearl S. Buck,5.27,22/01/2023
2505, Africa,Heart of Darkness,Joseph Conrad,7.19,22/01/2023
2506, Drama,A Midsummer Nights Dream,William Shakespeare,3,22/01/2023
2507, Paranormal,Clockwork Princess,Cassandra Clare,4,22/01/2023
2508, Fiction,The Prophet,Kahlil Gibran,5.8,22/01/2023
2509, Fiction,The Titans Curse,Rick Riordan,3.43,22/01/2023
2510, Fiction,The Sea of Monsters,Rick Riordan,1.91,22/01/2023
2511, China,The Joy Luck Club,Amy Tan,4.74,22/01/2023
2512, Childrens,Alice in Wonderland,Jane Carruth (Adapted By),5.26,22/01/2023
2513, Young Adult,The Call of the Wild,Jack London,5.38,22/01/2023
2514, Fantasy,Jonathan Livingston Seagull,Richard Bach,4.55,22/01/2023
2515, Literature,Madame Bovary,Gustave Flaubert,1.45,22/01/2023
2516, Classics,The Phantom Tollbooth,Norton Juster,5.79,22/01/2023
2517, Dystopia,The Hunger Games Trilogy Boxset,Suzanne Collins,4.09,22/01/2023
2518, Classics,Oh the Places Youll Go!,Dr. Seuss,5.01,22/01/2023
2519, Crime,The Girl Who Played with Fire,Stieg Larsson,3.25,22/01/2023
2520, Fiction,The Maze Runner,James Dashner,3.17,22/01/2023
2521, Young Adult,The Neverending Story,Michael Ende,7.54,22/01/2023
2522, Young Adult,Treasure Island,Robert Louis Stevenson,5.6,22/01/2023
2523, Science Fiction Fantasy,A Storm of Swords,George R.R. Martin,3.57,22/01/2023
2524, Literature,The Canterbury Tales,Geoffrey Chaucer,3.9,22/01/2023
2525, War,A Farewell to Arms,Ernest Hemingway,0.91,22/01/2023
2526, Realistic Fiction,Tote Mädchen lügen nicht,Jay Asher,3.86,22/01/2023
2527, Science Fiction Fantasy,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,2.76,22/01/2023
2528, Historical,Shōgun,James Clavell,7.04,22/01/2023
2529, Novels,Extremely Loud & Incredibly Close,Jonathan Safran Foer,2.41,22/01/2023
2530, Crime,Murder on the Orient Express,Agatha Christie,2.56,22/01/2023
2531, Childrens,His Dark Materials,Philip Pullman,3.57,22/01/2023
2532, Young Adult,A Little Princess,Frances Hodgson Burnett,2.87,22/01/2023
2533, Holocaust,Schindlers List,Thomas Keneally,0.85,22/01/2023
2534, Paranormal,Last Sacrifice,Richelle Mead,3.8,22/01/2023
2535, Historical Fiction,The Night Circus,Erin Morgenstern,7.02,22/01/2023
2536, Paranormal,Fallen,Lauren Kate,4.64,22/01/2023
2537, High Fantasy,The Silmarillion,J.R.R. Tolkien,17.07,22/01/2023
2538, Historical,The Secret Magdalene,Ki Longfellow,5.6,22/01/2023
2539, Magical Realism,Beloved,Toni Morrison,3.8,22/01/2023
2540, Literature,A Confederacy of Dunces,John Kennedy Toole,5.91,22/01/2023
2541, Fantasy,The Selection,Kiera Cass,5.01,22/01/2023
2542, Picture Books,The Velveteen Rabbit,Margery Williams Bianco,5.9,22/01/2023
2543, Fantasy,Catching Fire,Suzanne Collins,3.66,22/01/2023
2544, Fiction,The Lost Hero,Rick Riordan,10.25,22/01/2023
2545, Paranormal,Spirit Bound,Richelle Mead,4.59,22/01/2023
2546, Paranormal,Clockwork Prince,Cassandra Clare,5.69,22/01/2023
2547, Mythology,The Iliad/The Odyssey,Homer,6.15,22/01/2023
2548, Historical Fiction,The Crucible,Arthur Miller,3.98,22/01/2023
2549, Humor,Cats Cradle,Kurt Vonnegut Jr.,5.69,22/01/2023
2550, Contemporary,The God of Small Things,Arundhati Roy,3.17,22/01/2023
2551, Fantasy,The Wind in the Willows,Kenneth Grahame,4.18,22/01/2023
2552, Classics,Girl with a Pearl Earring,Tracy Chevalier,2.86,22/01/2023
2553, Christian,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.17,22/01/2023
2554, Fiction,A Light in the Attic,Shel Silverstein,12.08,22/01/2023
2555, Mystery,The Silence of the Lambs,Thomas Harris,3.11,22/01/2023
2556, Paranormal,Shiver,Maggie Stiefvater,7.05,22/01/2023
2557, Fiction,Uglies,Scott Westerfeld,3.58,22/01/2023
2558, Romance,City of Fallen Angels,Cassandra Clare,4.75,22/01/2023
2559, History,Mans Search for Meaning,Viktor E. Frankl,7.37,22/01/2023
2560, Adult Fiction,Shes Come Undone,Wally Lamb,1.91,22/01/2023
2561, Romance,The Phantom of the Opera,Gaston Leroux,2.86,22/01/2023
2562, Dogs,Marley and Me: Life and Love With the Worlds Worst Dog,John Grogan,5.29,22/01/2023
2563, Romance,Ella Enchanted,Gail Carson Levine,1.91,22/01/2023
2564, Japanese Literature,The Wind-Up Bird Chronicle,Haruki Murakami,22.25,22/01/2023
2565, Thriller,The Green Mile,Stephen King,17.56,22/01/2023
2566, Science Fiction Fantasy,A Clash of Kings,George R.R. Martin,1.91,22/01/2023
2567, Paranormal,Marked,P.C. Cast,1.79,22/01/2023
2568, Romance,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,3.65,22/01/2023
2569, Journalism,Fear and Loathing in Las Vegas,Hunter S. Thompson,5.69,22/01/2023
2570, Classics,The House of the Spirits,Isabel Allende,3.32,22/01/2023
2571, Fiction,The Complete Calvin and Hobbes,Bill Watterson,110.67,22/01/2023
2572, Historical,Roots: The Saga of an American Family,Alex Haley,3.1,22/01/2023
2573, Suspense,Misery,Stephen King,1.12,22/01/2023
2574, Romance,Howls Moving Castle,Diana Wynne Jones,5.95,22/01/2023
2575, Science Fiction Fantasy,Stranger in a Strange Land,Robert A. Heinlein,6.4,22/01/2023
2576, Crime,The Girl Who Kicked the Hornets Nest,Stieg Larsson,1.64,22/01/2023
2577, Literary Fiction,The Secret History,Donna Tartt,9.11,22/01/2023
2578, Adult Fiction,White Oleander,Janet Fitch,4.89,22/01/2023
2579, Science Fiction,Delirium,Lauren Oliver,2.86,22/01/2023
2580, Drama,Othello,William Shakespeare,6.76,22/01/2023
2581, Historical,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow,8.08,22/01/2023
2582, Romance,Paper Towns,John Green,1.61,22/01/2023
2583, Fiction,The Vampire Lestat,Anne Rice,5.68,22/01/2023
2584, Realistic Fiction,Speak,Laurie Halse Anderson,5.07,22/01/2023
2585, Russian Literature,The Idiot,Fyodor Dostoyevsky,5.46,22/01/2023
2586, Fiction,King Lear,William Shakespeare,3.78,22/01/2023
2587, Historical Fiction,The Once and Future King,T.H. White,2.66,22/01/2023
2588, Literary Fiction,I Know This Much Is True,Wally Lamb,2.94,22/01/2023
2589, Science Fiction Fantasy,Neverwhere,Neil Gaiman,4.66,22/01/2023
2590, Adventure,Into the Wild,Jon Krakauer,3.75,22/01/2023
2591, Childrens,Inkheart,Cornelia Funke,3.52,22/01/2023
2592, Fantasy,Lamb: The Gospel According to Biff,Christopher Moore,3.56,22/01/2023
2593, Crime,The Complete Sherlock Holmes,Arthur Conan Doyle,11.24,22/01/2023
2594, France,Candide,Voltaire,1.45,22/01/2023
2595, Classics,James and the Giant Peach,Roald Dahl,5.4,22/01/2023
2596, History,Blood River: A Journey to Africas Broken Heart,Tim Butcher,2.76,22/01/2023
2597, Literature,Paradise Lost,John Milton,1.91,22/01/2023
2598, Classics,All Creatures Great and Small,James Herriot,2.63,22/01/2023
2599, Plays,The Complete Works,William Shakespeare,4.44,22/01/2023
2600, Gothic,The Thirteenth Tale,Diane Setterfield,1.76,22/01/2023
2601, Science Fiction Fantasy,Foundation,Isaac Asimov,15.29,22/01/2023
2602, Japanese Literature,Norwegian Wood,Haruki Murakami,13,22/01/2023
2603, Classics,The Things They Carried,Tim OBrien,3.32,22/01/2023
2604, Literature,The Cider House Rules,John Irving,5.14,22/01/2023
2605, Thriller,Different Seasons,Stephen King,3.11,22/01/2023
2606, Fantasy,Kafka on the Shore,Haruki Murakami,8.22,22/01/2023
2607, Young Adult,Heidi,Johanna Spyri,2.49,22/01/2023
2608, Classics,Are You There God? Its Me,Judy Blume,11.9,22/01/2023
2609, Romance,City of Lost Souls,Cassandra Clare,5.26,22/01/2023
2610, Young Adult,Sophies World,Jostein Gaarder,3.43,22/01/2023
2611, High Fantasy,The Wise Mans Fear,Patrick Rothfuss,16.37,22/01/2023
2612, School,The Awakening,Kate Chopin,10.36,22/01/2023
2613, Holocaust,Sophies Choice,William Styron,4.08,22/01/2023
2614, Romance,The Prince of Tides,Pat Conroy,7.15,22/01/2023
2615, Contemporary,Never Let Me Go,Kazuo Ishiguro,6.46,22/01/2023
2616, Fiction,The Son of Neptune,Rick Riordan,6.42,22/01/2023
2617, Urban Fantasy,Dead Until Dark,Charlaine Harris,3.16,22/01/2023
2618, Classics,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,16.54,22/01/2023
2619, BDSM,Fifty Shades Darker,E.L. James,6.33,22/01/2023
2620, Fantasy,Ready Player One,Ernest Cline,16.53,22/01/2023
2621, Literature,Middlemarch,George Eliot,5.49,22/01/2023
2622, Humor,The Monster at the End of this Book,Jon Stone,5.46,22/01/2023
2623, Humor,Bridget Joness Diary,Helen Fielding,4.48,22/01/2023
2624, Novels,Mrs. Dalloway,Virginia Woolf,1.33,22/01/2023
2625, Fantasy,Mockingjay,Suzanne Collins,3.43,22/01/2023
2626, Literature,Franny and Zooey,J.D. Salinger,4.19,22/01/2023
2627, Classics,The Power of One,Bryce Courtenay,4,22/01/2023
2628, Young Adult,The Magicians Nephew,C.S. Lewis,2.86,22/01/2023
2629, Young Adult,Stardust,Neil Gaiman,6.7,22/01/2023
2630, Classics,Number the Stars,Lois Lowry,8.29,22/01/2023
2631, Science Fiction,Allegiant,Veronica Roth,2.76,22/01/2023
2632, Fiction,Eleanor & Park,Rainbow Rowell,1.06,22/01/2023
2633, Audiobook,A Short History of Nearly Everything,Bill Bryson,2.17,22/01/2023
2634, Chick Lit,Me Before You,Jojo Moyes,3.14,22/01/2023
2635, Fiction,The Mark of Athena,Rick Riordan,5.11,22/01/2023
2636, Dogs,The Art of Racing in the Rain,Garth Stein,5.27,22/01/2023
2637, High Fantasy,The Way of Kings,Brandon Sanderson,22.74,22/01/2023
2638, Fiction,If I Stay,Gayle Forman,3.82,22/01/2023
2639, Animals,Black Beauty,Anna Sewell,3.16,22/01/2023
2640, Irish Literature,A Portrait of the Artist as a Young Man,James Joyce,5.87,22/01/2023
2641, Adventure,Gullivers Travels,Jonathan Swift,3.27,22/01/2023
2642, Book Club,Bel Canto,Ann Patchett,2.86,22/01/2023
2643, Classics,American Psycho,Bret Easton Ellis,3.34,22/01/2023
2644, Dystopia,V for Vendetta,Alan Moore,14.65,22/01/2023
2645, Classics,Love You Forever,Robert Munsch,3.46,22/01/2023
2646, Classics,The Witches,Roald Dahl,3.84,22/01/2023
2647, Horror,The Graveyard Book,Neil Gaiman,3.87,22/01/2023
2648, Historical Fiction,The Complete Novels,Jane Austen,2.76,22/01/2023
2649, BDSM,Fifty Shades Freed,E.L. James,4,22/01/2023
2650, Romance,Cold Mountain,Charles Frazier,4.21,22/01/2023
2651, Animals,White Fang,Jack London,3.16,22/01/2023
2652, Fantasy,Beowulf,Unknown,4.55,22/01/2023
2653, Fiction,Tuck Everlasting,Natalie Babbitt,3.1,22/01/2023
2654, High Fantasy,The Final Empire,Brandon Sanderson,20.93,22/01/2023
2655, Romance,Beautiful Creatures,Kami Garcia,6.29,22/01/2023
2656, German Literature,Steppenwolf,Hermann Hesse,2.71,22/01/2023
2657, Dragons,Eldest,Christopher Paolini,3.11,22/01/2023
2658, Paranormal Romance,Dark Lover,J.R. Ward,3.89,22/01/2023
2659, Contemporary,Go Ask Alice,Beatrice Sparks (as Anonymous),2.98,22/01/2023
2660, High Fantasy,The Eye of the World,Robert Jordan,5.13,22/01/2023
2661, Short Stories,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,5.58,22/01/2023
2662, Novels,As I Lay Dying,William Faulkner,3.81,22/01/2023
2663, Historical Fiction,A Separate Peace,John Knowles,2.82,22/01/2023
2664, History,The Complete Maus,Art Spiegelman,13.84,22/01/2023
2665, Historical Fiction,Mansfield Park,Jane Austen,3.11,22/01/2023
2666, Literature,The Amazing Adventures of Kavalier & Clay,Michael Chabon,3.76,22/01/2023
2667, Dragons,Brisingr,Christopher Paolini,3.92,22/01/2023
2668, Psychology,A Child Called It,Dave Pelzer,2.93,22/01/2023
2669, Realistic Fiction,Stargirl,Jerry Spinelli,2.25,22/01/2023
2670, Classics,Tao Te Ching,Lao Tzu,8,22/01/2023
2671, Contemporary,Dear John,Nicholas Sparks,1.64,22/01/2023
2672, Classics,Midnights Children,Salman Rushdie,0.85,22/01/2023
2673, Fantasy,Salems Lot,Stephen King,1.12,22/01/2023
2674, Short Stories,The Martian Chronicles,Ray Bradbury,3.63,22/01/2023
2675, Paranormal,Crescendo,Becca Fitzpatrick,5.8,22/01/2023
2676, Romance,The English Patient,Michael Ondaatje,16.05,22/01/2023
2677, Literature,East of Eden,John Steinbeck,5.26,22/01/2023
2678, Historical Fiction,Cloud Atlas,David Mitchell,1.15,22/01/2023
2679, Spirituality,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,4.41,22/01/2023
2680, Adventure,The Martian,Andy Weir,2.63,22/01/2023
2681, Suspense,The Firm,John Grisham,3.09,22/01/2023
2682, Contemporary,The Last Song,Nicholas Sparks,3.28,22/01/2023
2683, Literature,My Ántonia,Willa Cather,2.86,22/01/2023
2684, Romance,Shatter Me,Tahereh Mafi,4.81,22/01/2023
2685, Science Fiction,The Amber Spyglass,Philip Pullman,1.64,22/01/2023
2686, Russia,Doctor Zhivago,Boris Pasternak,6.56,22/01/2023
2687, France,The Hunchback of Notre-Dame,Victor Hugo,3.32,10/08/2023
2688, Literature,Inferno,Dante Alighieri,5.34,10/08/2023
2689, Historical Fiction,Like Water for Chocolate,Laura Esquivel,2.6,10/08/2023
2690, Fiction,Dragonfly in Amber,Diana Gabaldon,4.8,10/08/2023
2691, Humor,Breakfast of Champions,Kurt Vonnegut Jr.,2.82,10/08/2023
2692, Classics,The BFG,Roald Dahl,2.75,10/08/2023
2693, Young Adult Fantasy,Six of Crows,Leigh Bardugo,5.78,10/08/2023
2694, Magic,Harry Potter Series Box Set,J.K. Rowling,77.25,10/08/2023
2695, Biology,The Origin of Species,Charles Darwin,5.58,10/08/2023
2696, Canada,A Fine Balance,Rohinton Mistry,7.31,10/08/2023
2697, Paranormal,Daughter of Smoke & Bone,Laini Taylor,4.99,10/08/2023
2698, Science Fiction,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.35,10/08/2023
2699, Paranormal,City of Heavenly Fire,Cassandra Clare,8.37,10/08/2023
2700, Romance,Evermore,Alyson Noel,1.45,10/08/2023
2701, Drama,Death of a Salesman,Arthur Miller,3.92,10/08/2023
2702, Time Travel,11/22/63,Stephen King,6.21,10/08/2023
2703, Crime,Midnight in the Garden of Good and Evil,John Berendt,4.43,10/08/2023
2704, Fiction,A Streetcar Named Desire,Tennessee Williams,5.26,10/08/2023
2705, Novels,Infinite Jest,David Foster Wallace,10.18,10/08/2023
2706, Politics,The Prince,Niccolò Machiavelli,5.68,10/08/2023
2707, Drama,Hamlet,William Shakespeare,2.2,10/08/2023
2708, Poetry,Faust,Johann Wolfgang von Goethe,6.32,10/08/2023
2709, Chick Lit,Anna and the French Kiss,Stephanie Perkins,3.11,10/08/2023
2710, Science Fiction Fantasy,A Feast for Crows,George R.R. Martin,5,10/08/2023
2711, Fiction,The Angel Experiment,James Patterson,3.43,10/08/2023
2712, Science Fiction,Matched,Ally Condie,1.64,10/08/2023
2713, Mystery,Flowers in the Attic,V.C. Andrews,8.77,10/08/2023
2714, Canada,The Shipping News,Annie Proulx,1.29,10/08/2023
2715, World War II,Unbroken: A World War II Story of Survival,Laura Hillenbrand,1.15,10/08/2023
2716, Young Adult,The Chosen,Chaim Potok,2,10/08/2023
2717, Humor,High Fidelity,Nick Hornby,2.58,10/08/2023
